sa2_code,sa2_name,total_pop,pct_youth_18_34,median_age,median_weekly_income,median_weekly_rent,pct_students,rent_to_income_ratio
107041150,Woonona - Bulli - Russell Vale,20761.0,0.1433456962574057,41.0,843.0,390.0,0.221480676703399,0.4626334519572954
107041548,Wollongong - East,16020.0,0.3655430711610486,36.0,892.0,410.0,0.535275375512062,0.4596412556053811
107041549,Wollongong - West,16551.0,0.3115823817292006,34.0,755.0,380.0,0.4170069234865968,0.5033112582781457
108011151,Bulahdelah - Stroud,5235.0,0.1178605539637058,51.0,577.0,300.0,0.1280276816608996,0.5199306759098787
108011152,Forster,14709.0,0.1040179481949826,57.0,582.0,340.0,0.1330396475770925,0.584192439862543
108011153,Forster-Tuncurry Surrounds,6988.0,0.096021751574127,53.0,572.0,350.0,0.1182432432432432,0.6118881118881119
108011154,Tuncurry,6376.0,0.1027289836888331,62.0,499.0,310.0,0.1364724660814046,0.6212424849699398
108021155,Kempsey,15654.0,0.1754823048422128,42.0,542.0,285.0,0.108479755538579,0.525830258302583
108021156,Kempsey Surrounds,9472.0,0.1233108108108108,51.0,570.0,300.0,0.1245941558441558,0.5263157894736842
108021156,Kempsey Surrounds,9472.0,0.1233108108108108,51.0,570.0,300.0,0.1245941558441558,0.5263157894736842
108021157,Macksville - Scotts Head,5189.0,0.1258431296974368,50.0,525.0,330.0,0.1438253012048193,0.6285714285714286
108021158,Nambucca Heads,7111.0,0.1077204331317676,56.0,501.0,285.0,0.13441483198146,0.5688622754491018
108021159,Nambucca Heads Surrounds,8102.0,0.1183658355961491,50.0,554.0,300.0,0.1383675250982103,0.5415162454873647
108021160,South West Rocks,5628.0,0.1067874911158493,58.0,537.0,330.0,0.1369150779896014,0.6145251396648045
108031161,Lord Howe Island,445.0,0.1573033707865168,46.0,961.0,310.0,0.0927835051546391,0.3225806451612903
108041162,Laurieton - Bonny Hills,18484.0,0.0882925773642068,58.0,573.0,354.0,0.1760581016779364,0.6178010471204188
108041164,Port Macquarie - West,21147.0,0.1720338582304818,47.0,644.0,385.0,0.2445429740791268,0.5978260869565217
108041165,Port Macquarie Surrounds,5301.0,0.1186568571967553,50.0,632.0,300.0,0.151074151074151,0.4746835443037974
108041165,Port Macquarie Surrounds,5301.0,0.1186568571967553,50.0,632.0,300.0,0.151074151074151,0.4746835443037974
108041166,Wauchope,12796.0,0.1484839012191309,43.0,653.0,360.0,0.1680470211060646,0.5513016845329249
108041619,Port Macquarie - East,11764.0,0.1523291397483849,46.0,761.0,350.0,0.2507608034083993,0.4599211563731931
108041620,Port Macquarie - South,17284.0,0.1113746817866234,49.0,691.0,420.0,0.1806480248557478,0.6078147612156295
108051167,Gloucester,5310.0,0.0969868173258003,55.0,564.0,275.0,0.1341085271317829,0.4875886524822695
108051168,Old Bar - Manning Point - Red Head,12476.0,0.1032382173773645,53.0,634.0,360.0,0.150606253988513,0.5678233438485805
108051169,Taree,21123.0,0.155280973346589,46.0,559.0,290.0,0.1399966346962813,0.518783542039356
108051170,Taree Surrounds,13044.0,0.1008126341613002,56.0,524.0,310.0,0.1375553285665645,0.5916030534351145
108051170,Taree Surrounds,13044.0,0.1008126341613002,56.0,524.0,310.0,0.1375553285665645,0.5916030534351145
108051171,Wingham,5395.0,0.1484708063021316,47.0,577.0,306.0,0.1312154696132596,0.5303292894280762
109011172,Albury - East,17831.0,0.2016712467051764,36.0,894.0,320.0,0.2292279411764705,0.3579418344519016
