Year,Year ending,Police Service Area,Local Government Area,Offence Division,Offence Subdivision,Offence Subgroup,Offence Count,"PSA Rate per 100,000 population","LGA Rate per 100,000 population"
2019,March,Glen Eira,Glen Eira,F Other offences,F20 Transport regulation offences,F24 Pedestrian offences,2,0.8,1.3
2019,March,Glen Eira,Glen Eira,F Other offences,F30 Other government regulatory offences,F32 Commercial regulation offences,1,0.4,0.6
2019,March,Glen Eira,Glen Eira,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences,2,0.8,1.3
2019,March,Glen Eira,Glen Eira,F Other offences,F90 Miscellaneous offences,F94 Dangerous substance offences,2,0.8,1.3
2019,March,Greater Dandenong,Greater Dandenong,A Crimes against the person,A10 Homicide and related offences,A10 Homicide and related offences,2,1.2,1.2
2019,March,Greater Dandenong,Greater Dandenong,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,187,112.5,112.5
2019,March,Greater Dandenong,Greater Dandenong,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,276,166.0,166.0
2019,March,Greater Dandenong,Greater Dandenong,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",135,81.2,81.2
2019,March,Greater Dandenong,Greater Dandenong,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,562,338.0,338.0
2019,March,Greater Dandenong,Greater Dandenong,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,504,303.1,303.1
2019,March,Greater Dandenong,Greater Dandenong,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,320,192.4,192.4
2019,March,Greater Dandenong,Greater Dandenong,A Crimes against the person,A40 Abduction and related offences,A41 Abduction,4,2.4,2.4
2019,March,Greater Dandenong,Greater Dandenong,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment,17,10.2,10.2
2019,March,Greater Dandenong,Greater Dandenong,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,185,111.2,111.2
2019,March,Greater Dandenong,Greater Dandenong,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,25,15.0,15.0
2019,March,Greater Dandenong,Greater Dandenong,A Crimes against the person,A60 Blackmail and extortion,A61 Blackmail,9,5.4,5.4
2019,March,Greater Dandenong,Greater Dandenong,A Crimes against the person,A60 Blackmail and extortion,A62 Extortion,6,3.6,3.6
2019,March,Greater Dandenong,Greater Dandenong,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,35,21.0,21.0
2019,March,Greater Dandenong,Greater Dandenong,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,36,21.6,21.6
2019,March,Greater Dandenong,Greater Dandenong,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,39,23.5,23.5
2019,March,Greater Dandenong,Greater Dandenong,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,23,13.8,13.8
2019,March,Greater Dandenong,Greater Dandenong,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,124,74.6,74.6
2019,March,Greater Dandenong,Greater Dandenong,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,98,58.9,58.9
2019,March,Greater Dandenong,Greater Dandenong,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,41,24.7,24.7
2019,March,Greater Dandenong,Greater Dandenong,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,60,36.1,36.1
2019,March,Greater Dandenong,Greater Dandenong,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,118,71.0,71.0
2019,March,Greater Dandenong,Greater Dandenong,B Property and deception offences,B10 Arson,B11 Cause damage by fire,95,57.1,57.1
2019,March,Greater Dandenong,Greater Dandenong,B Property and deception offences,B10 Arson,B19 Other fire related offences,4,2.4,2.4
2019,March,Greater Dandenong,Greater Dandenong,B Property and deception offences,B20 Property damage,B21 Criminal damage,"1,299",781.1,781.1
2019,March,Greater Dandenong,Greater Dandenong,B Property and deception offences,B20 Property damage,B22 Graffiti,19,11.4,11.4
2019,March,Greater Dandenong,Greater Dandenong,B Property and deception offences,B20 Property damage,B29 Other property damage offences,15,9.0,9.0
2019,March,Greater Dandenong,Greater Dandenong,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,130,78.2,78.2
2019,March,Greater Dandenong,Greater Dandenong,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,6,3.6,3.6
2019,March,Greater Dandenong,Greater Dandenong,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,758,455.8,455.8
2019,March,Greater Dandenong,Greater Dandenong,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,424,255.0,255.0
2019,March,Greater Dandenong,Greater Dandenong,B Property and deception offences,B30 Burglary/Break and enter,B329 Unknown non-aggravated burglary,4,2.4,2.4
2019,March,Greater Dandenong,Greater Dandenong,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,853,512.9,512.9
2019,March,Greater Dandenong,Greater Dandenong,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,"2,231","1,341.6","1,341.6"
2019,March,Greater Dandenong,Greater Dandenong,B Property and deception offences,B40 Theft,B43 Steal from a retail store,569,342.2,342.2
2019,March,Greater Dandenong,Greater Dandenong,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,89,53.5,53.5
2019,March,Greater Dandenong,Greater Dandenong,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,712,428.2,428.2
2019,March,Greater Dandenong,Greater Dandenong,B Property and deception offences,B40 Theft,B46 Fare evasion,16,9.6,9.6
2019,March,Greater Dandenong,Greater Dandenong,B Property and deception offences,B40 Theft,B49 Other theft,"1,339",805.2,805.2
2019,March,Greater Dandenong,Greater Dandenong,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,90,54.1,54.1
2019,March,Greater Dandenong,Greater Dandenong,B Property and deception offences,B50 Deception,B52 Possess equipment to make false instrument,6,3.6,3.6
2019,March,Greater Dandenong,Greater Dandenong,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,"1,093",657.3,657.3
2019,March,Greater Dandenong,Greater Dandenong,B Property and deception offences,B50 Deception,B54 State false information,57,34.3,34.3
2019,March,Greater Dandenong,Greater Dandenong,B Property and deception offences,B50 Deception,B56 Professional malpractice and misrepresentation,2,1.2,1.2
2019,March,Greater Dandenong,Greater Dandenong,B Property and deception offences,B50 Deception,B59 Other deception offences,4,2.4,2.4
2019,March,Greater Dandenong,Greater Dandenong,C Drug offences,C10 Drug dealing and trafficking,C11 Drug dealing,3,1.8,1.8
2019,March,Greater Dandenong,Greater Dandenong,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,151,90.8,90.8
2019,March,Greater Dandenong,Greater Dandenong,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,28,16.8,16.8
2019,March,Greater Dandenong,Greater Dandenong,C Drug offences,C20 Cultivate or manufacture drugs,C22 Manufacture drugs,1,0.6,0.6
2019,March,Greater Dandenong,Greater Dandenong,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,9,5.4,5.4
2019,March,Greater Dandenong,Greater Dandenong,C Drug offences,C30 Drug use and possession,C31 Drug use,34,20.4,20.4
2019,March,Greater Dandenong,Greater Dandenong,C Drug offences,C30 Drug use and possession,C32 Drug possession,"1,159",697.0,697.0
2019,March,Greater Dandenong,Greater Dandenong,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,108,64.9,64.9
2019,March,Greater Dandenong,Greater Dandenong,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,533,320.5,320.5
2019,March,Greater Dandenong,Greater Dandenong,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences,13,7.8,7.8
2019,March,Greater Dandenong,Greater Dandenong,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,69,41.5,41.5
2019,March,Greater Dandenong,Greater Dandenong,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,456,274.2,274.2
2019,March,Greater Dandenong,Greater Dandenong,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,62,37.3,37.3
2019,March,Greater Dandenong,Greater Dandenong,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,22,13.2,13.2
2019,March,Greater Dandenong,Greater Dandenong,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,44,26.5,26.5
2019,March,Greater Dandenong,Greater Dandenong,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct,10,6.0,6.0
2019,March,Greater Dandenong,Greater Dandenong,D Public order and security offences,D30 Public nuisance offences,D31 Privacy offences,2,1.2,1.2
2019,March,Greater Dandenong,Greater Dandenong,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes,15,9.0,9.0
2019,March,Greater Dandenong,Greater Dandenong,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,90,54.1,54.1
2019,March,Greater Dandenong,Greater Dandenong,D Public order and security offences,D30 Public nuisance offences,D36 Other public nuisance offences,2,1.2,1.2
2019,March,Greater Dandenong,Greater Dandenong,D Public order and security offences,D40 Public security offences,D43 Hacking,1,0.6,0.6
2019,March,Greater Dandenong,Greater Dandenong,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,3,1.8,1.8
2019,March,Greater Dandenong,Greater Dandenong,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,398,239.3,239.3
2019,March,Greater Dandenong,Greater Dandenong,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,13,7.8,7.8
2019,March,Greater Dandenong,Greater Dandenong,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,28,16.8,16.8
2019,March,Greater Dandenong,Greater Dandenong,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,78,46.9,46.9
2019,March,Greater Dandenong,Greater Dandenong,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,"1,042",626.6,626.6
2019,March,Greater Dandenong,Greater Dandenong,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,133,80.0,80.0
2019,March,Greater Dandenong,Greater Dandenong,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,709,426.3,426.3
2019,March,Greater Dandenong,Greater Dandenong,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,48,28.9,28.9
2019,March,Greater Dandenong,Greater Dandenong,F Other offences,F10 Regulatory driving offences,F16 Registration and roadworthiness offences,1,0.6,0.6
2019,March,Greater Dandenong,Greater Dandenong,F Other offences,F20 Transport regulation offences,F21 Public transport,39,23.5,23.5
2019,March,Greater Dandenong,Greater Dandenong,F Other offences,F20 Transport regulation offences,F22 Aviation regulations offences,1,0.6,0.6
2019,March,Greater Dandenong,Greater Dandenong,F Other offences,F20 Transport regulation offences,F29 Other transport regulation offences,1,0.6,0.6
2019,March,Greater Dandenong,Greater Dandenong,F Other offences,F30 Other government regulatory offences,F32 Commercial regulation offences,1,0.6,0.6
2019,March,Greater Dandenong,Greater Dandenong,F Other offences,F30 Other government regulatory offences,F33 Liquor and tobacco licensing offences,1,0.6,0.6
2019,March,Greater Dandenong,Greater Dandenong,F Other offences,F30 Other government regulatory offences,F36 Prostitution offences,3,1.8,1.8
2019,March,Greater Dandenong,Greater Dandenong,F Other offences,F30 Other government regulatory offences,F39 Other government regulatory offences,4,2.4,2.4
2019,March,Greater Dandenong,Greater Dandenong,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences,5,3.0,3.0
2019,March,Greater Dandenong,Greater Dandenong,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,2,1.2,1.2
2019,March,Hobsons Bay,Hobsons Bay,A Crimes against the person,A10 Homicide and related offences,A10 Homicide and related offences,2,2.1,2.1
2019,March,Hobsons Bay,Hobsons Bay,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,131,136.7,136.7
2019,March,Hobsons Bay,Hobsons Bay,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,116,121.1,121.1
2019,March,Hobsons Bay,Hobsons Bay,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",38,39.7,39.7
2019,March,Hobsons Bay,Hobsons Bay,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,182,189.9,189.9
2019,March,Hobsons Bay,Hobsons Bay,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,119,124.2,124.2
2019,March,Hobsons Bay,Hobsons Bay,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,160,167.0,167.0
2019,March,Hobsons Bay,Hobsons Bay,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment,7,7.3,7.3
2019,March,Hobsons Bay,Hobsons Bay,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,20,20.9,20.9
2019,March,Hobsons Bay,Hobsons Bay,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,5,5.2,5.2
2019,March,Hobsons Bay,Hobsons Bay,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,22,23.0,23.0
2019,March,Hobsons Bay,Hobsons Bay,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,12,12.5,12.5
2019,March,Hobsons Bay,Hobsons Bay,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,43,44.9,44.9
2019,March,Hobsons Bay,Hobsons Bay,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,7,7.3,7.3
2019,March,Hobsons Bay,Hobsons Bay,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,49,51.1,51.1
2019,March,Hobsons Bay,Hobsons Bay,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,48,50.1,50.1
2019,March,Hobsons Bay,Hobsons Bay,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,10,10.4,10.4
2019,March,Hobsons Bay,Hobsons Bay,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,25,26.1,26.1
2019,March,Hobsons Bay,Hobsons Bay,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,44,45.9,45.9
2019,March,Hobsons Bay,Hobsons Bay,B Property and deception offences,B10 Arson,B11 Cause damage by fire,29,30.3,30.3
2019,March,Hobsons Bay,Hobsons Bay,B Property and deception offences,B20 Property damage,B21 Criminal damage,478,498.9,498.9
2019,March,Hobsons Bay,Hobsons Bay,B Property and deception offences,B20 Property damage,B22 Graffiti,17,17.7,17.7
2019,March,Hobsons Bay,Hobsons Bay,B Property and deception offences,B20 Property damage,B29 Other property damage offences,2,2.1,2.1
2019,March,Hobsons Bay,Hobsons Bay,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,34,35.5,35.5
2019,March,Hobsons Bay,Hobsons Bay,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,2,2.1,2.1
2019,March,Hobsons Bay,Hobsons Bay,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,161,168.0,168.0
2019,March,Hobsons Bay,Hobsons Bay,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,155,161.8,161.8
2019,March,Hobsons Bay,Hobsons Bay,B Property and deception offences,B30 Burglary/Break and enter,B329 Unknown non-aggravated burglary,3,3.1,3.1
2019,March,Hobsons Bay,Hobsons Bay,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,196,204.6,204.6
2019,March,Hobsons Bay,Hobsons Bay,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,719,750.4,750.4
2019,March,Hobsons Bay,Hobsons Bay,B Property and deception offences,B40 Theft,B43 Steal from a retail store,287,299.5,299.5
2019,March,Hobsons Bay,Hobsons Bay,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,106,110.6,110.6
2019,March,Hobsons Bay,Hobsons Bay,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,177,184.7,184.7
2019,March,Hobsons Bay,Hobsons Bay,B Property and deception offences,B40 Theft,B46 Fare evasion,5,5.2,5.2
2019,March,Hobsons Bay,Hobsons Bay,B Property and deception offences,B40 Theft,B49 Other theft,693,723.2,723.2
2019,March,Hobsons Bay,Hobsons Bay,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,31,32.4,32.4
2019,March,Hobsons Bay,Hobsons Bay,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,258,269.3,269.3
2019,March,Hobsons Bay,Hobsons Bay,B Property and deception offences,B50 Deception,B54 State false information,17,17.7,17.7
2019,March,Hobsons Bay,Hobsons Bay,B Property and deception offences,B50 Deception,B55 Deceptive business practices,6,6.3,6.3
2019,March,Hobsons Bay,Hobsons Bay,B Property and deception offences,B50 Deception,B59 Other deception offences,4,4.2,4.2
2019,March,Hobsons Bay,Hobsons Bay,C Drug offences,C10 Drug dealing and trafficking,C11 Drug dealing,3,3.1,3.1
2019,March,Hobsons Bay,Hobsons Bay,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,28,29.2,29.2
2019,March,Hobsons Bay,Hobsons Bay,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,7,7.3,7.3
2019,March,Hobsons Bay,Hobsons Bay,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,1,1.0,1.0
2019,March,Hobsons Bay,Hobsons Bay,C Drug offences,C30 Drug use and possession,C31 Drug use,3,3.1,3.1
2019,March,Hobsons Bay,Hobsons Bay,C Drug offences,C30 Drug use and possession,C32 Drug possession,306,319.4,319.4
2019,March,Hobsons Bay,Hobsons Bay,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,46,48.0,48.0
2019,March,Hobsons Bay,Hobsons Bay,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,143,149.2,149.2
2019,March,Hobsons Bay,Hobsons Bay,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences,1,1.0,1.0
2019,March,Hobsons Bay,Hobsons Bay,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,27,28.2,28.2
2019,March,Hobsons Bay,Hobsons Bay,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,66,68.9,68.9
2019,March,Hobsons Bay,Hobsons Bay,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,45,47.0,47.0
2019,March,Hobsons Bay,Hobsons Bay,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,11,11.5,11.5
2019,March,Hobsons Bay,Hobsons Bay,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,31,32.4,32.4
2019,March,Hobsons Bay,Hobsons Bay,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct,9,9.4,9.4
2019,March,Hobsons Bay,Hobsons Bay,D Public order and security offences,D30 Public nuisance offences,D31 Privacy offences,1,1.0,1.0
2019,March,Hobsons Bay,Hobsons Bay,D Public order and security offences,D30 Public nuisance offences,D33 Begging,37,38.6,38.6
2019,March,Hobsons Bay,Hobsons Bay,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,103,107.5,107.5
2019,March,Hobsons Bay,Hobsons Bay,D Public order and security offences,D30 Public nuisance offences,D36 Other public nuisance offences,2,2.1,2.1
2019,March,Hobsons Bay,Hobsons Bay,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,4,4.2,4.2
2019,March,Hobsons Bay,Hobsons Bay,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,70,73.1,73.1
2019,March,Hobsons Bay,Hobsons Bay,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,7,7.3,7.3
2019,March,Hobsons Bay,Hobsons Bay,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,2,2.1,2.1
2019,March,Hobsons Bay,Hobsons Bay,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,70,73.1,73.1
2019,March,Hobsons Bay,Hobsons Bay,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,638,665.8,665.8
2019,March,Hobsons Bay,Hobsons Bay,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,68,71.0,71.0
2019,March,Hobsons Bay,Hobsons Bay,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,110,114.8,114.8
2019,March,Hobsons Bay,Hobsons Bay,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,5,5.2,5.2
2019,March,Hobsons Bay,Hobsons Bay,F Other offences,F10 Regulatory driving offences,F19 Other regulatory driving offences,1,1.0,1.0
2019,March,Hobsons Bay,Hobsons Bay,F Other offences,F20 Transport regulation offences,F21 Public transport,12,12.5,12.5
2019,March,Hobsons Bay,Hobsons Bay,F Other offences,F20 Transport regulation offences,F23 Maritime regulations offences,26,27.1,27.1
2019,March,Hobsons Bay,Hobsons Bay,F Other offences,F20 Transport regulation offences,F29 Other transport regulation offences,1,1.0,1.0
2019,March,Hobsons Bay,Hobsons Bay,F Other offences,F30 Other government regulatory offences,F33 Liquor and tobacco licensing offences,2,2.1,2.1
2019,March,Hobsons Bay,Hobsons Bay,F Other offences,F30 Other government regulatory offences,F34 Pornography and censorship offences,1,1.0,1.0
2019,March,Hobsons Bay,Hobsons Bay,F Other offences,F30 Other government regulatory offences,F36 Prostitution offences,2,2.1,2.1
2019,March,Hobsons Bay,Hobsons Bay,F Other offences,F30 Other government regulatory offences,F39 Other government regulatory offences,1,1.0,1.0
2019,March,Hobsons Bay,Hobsons Bay,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences,1,1.0,1.0
2019,March,Hobsons Bay,Hobsons Bay,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,6,6.3,6.3
2019,March,Hobsons Bay,Hobsons Bay,F Other offences,F90 Miscellaneous offences,F94 Dangerous substance offences,1,1.0,1.0
2019,March,Hobsons Bay,Hobsons Bay,F Other offences,F90 Miscellaneous offences,F99 Other miscellaneous offences,1,1.0,1.0
2019,March,Horsham,Hindmarsh,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,11,36.9,194.1
2019,March,Horsham,Hindmarsh,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,3,10.1,52.9
2019,March,Horsham,Hindmarsh,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",3,10.1,52.9
2019,March,Horsham,Hindmarsh,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,14,46.9,247.0
2019,March,Horsham,Hindmarsh,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,8,26.8,141.1
2019,March,Horsham,Hindmarsh,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,35,117.3,617.5
2019,March,Horsham,Hindmarsh,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,1,3.4,17.6
2019,March,Horsham,Hindmarsh,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,1,3.4,17.6
2019,March,Horsham,Hindmarsh,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,1,3.4,17.6
2019,March,Horsham,Hindmarsh,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,3,10.1,52.9
2019,March,Horsham,Hindmarsh,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,3,10.1,52.9
2019,March,Horsham,Hindmarsh,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,3,10.1,52.9
2019,March,Horsham,Hindmarsh,B Property and deception offences,B10 Arson,B19 Other fire related offences,2,6.7,35.3
2019,March,Horsham,Hindmarsh,B Property and deception offences,B20 Property damage,B21 Criminal damage,33,110.6,582.2
2019,March,Horsham,Hindmarsh,B Property and deception offences,B20 Property damage,B22 Graffiti,1,3.4,17.6
2019,March,Horsham,Hindmarsh,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,4,13.4,70.6
2019,March,Horsham,Hindmarsh,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,16,53.6,282.3
2019,March,Horsham,Hindmarsh,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,10,33.5,176.4
2019,March,Horsham,Hindmarsh,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,4,13.4,70.6
2019,March,Horsham,Hindmarsh,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,9,30.2,158.8
2019,March,Horsham,Hindmarsh,B Property and deception offences,B40 Theft,B43 Steal from a retail store,1,3.4,17.6
2019,March,Horsham,Hindmarsh,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,1,3.4,17.6
2019,March,Horsham,Hindmarsh,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,10,33.5,176.4
2019,March,Horsham,Hindmarsh,B Property and deception offences,B40 Theft,B49 Other theft,28,93.8,494.0
2019,March,Horsham,Hindmarsh,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,2,6.7,35.3
2019,March,Horsham,Hindmarsh,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,1,3.4,17.6
2019,March,Horsham,Hindmarsh,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,5,16.8,88.2
2019,March,Horsham,Hindmarsh,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,3,10.1,52.9
2019,March,Horsham,Hindmarsh,C Drug offences,C30 Drug use and possession,C31 Drug use,1,3.4,17.6
2019,March,Horsham,Hindmarsh,C Drug offences,C30 Drug use and possession,C32 Drug possession,33,110.6,582.2
2019,March,Horsham,Hindmarsh,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,17,57.0,299.9
2019,March,Horsham,Hindmarsh,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,12,40.2,211.7
2019,March,Horsham,Hindmarsh,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences,1,3.4,17.6
2019,March,Horsham,Hindmarsh,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,2,6.7,35.3
2019,March,Horsham,Hindmarsh,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,2,6.7,35.3
2019,March,Horsham,Hindmarsh,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,3,10.1,52.9
2019,March,Horsham,Hindmarsh,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes,11,36.9,194.1
2019,March,Horsham,Hindmarsh,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,3,10.1,52.9
2019,March,Horsham,Hindmarsh,D Public order and security offences,D30 Public nuisance offences,D36 Other public nuisance offences,1,3.4,17.6
2019,March,Horsham,Hindmarsh,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,2,6.7,35.3
2019,March,Horsham,Hindmarsh,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,1,3.4,17.6
2019,March,Horsham,Hindmarsh,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,2,6.7,35.3
